CUSP_ID,LAT,LONG,NZMGE,NZMGN,ORI_YEAR,ORI_MONTH,ORI_DAY,ORI_HOUR,ORI_MINUTE,ORI_SECOND,MAG,DEPTH,
3366146,-43.52479,172.16731,2442704,5742369,2010,9,3,16,35,41.89426,7.1,10.4573,
3366155,-43.60896,172.22278,2447275,5733061,2010,9,3,16,56,10.8185,5.577,9.1174,
3366157,-43.64182,172.26221,2450491,5729439,2010,9,3,17,6,31.03522,4.724,11.9562,
3366167,-43.5925,172.09964,2437315,5734790,2010,9,3,17,26,4.65181,4.787,9.2643,
3366174,-43.53197,172.14365,2440800,5741552,2010,9,3,17,38,11.54524,4.466,11.3272,
3366177,-43.60087,172.19427,2444965,5733938,2010,9,3,17,46,21.15995,4.266,16.8423,
3366182,-43.50863,172.15845,2441970,5744157,2010,9,3,17,55,4.29362,4.605,5.4698,
3366184,-43.59201,172.34402,2457048,5735027,2010,9,3,18,1,11.80452,4.462,8.179,
3366187,-43.56178,172.52846,2471924,5738486,2010,9,3,18,4,6.9835,4.081,22.4183,
3366188,-43.57781,172.43246,2464179,5736657,2010,9,3,18,7,12.93205,3.952,15.6284,
3366191,-43.59905,172.1927,2444836,5734139,2010,9,3,18,15,25.75161,4.137,5,
3366192,-43.52681,171.9465,2424857,5741943,2010,9,3,18,17,59.17744,4.315,15.9729,
3375021,-43.6612,172.41833,2463102,5727384,2010,9,3,18,18,3.71576,4.495,5,
3366196,-43.46814,172.17479,2443247,5748668,2010,9,3,18,24,5.11876,4.028,5.8776,
3366198,-43.61958,172.36073,2458421,5731975,2010,9,3,18,33,15.74207,4.19,8.1082,
3366206,-43.60338,172.38542,2460401,5733789,2010,9,3,18,54,38.23641,3.929,5,
3366209,-43.58064,172.37746,2459739,5736311,2010,9,3,18,54,38.55242,3.862,5,
3366212,-43.59074,172.12306,2439204,5735005,2010,9,3,19,4,21.33568,4.321,5,
3366213,-43.6043,172.20898,2446156,5733568,2010,9,3,19,7,1.63309,4.805,15.7838,
3366215,-43.63169,172.44997,2465633,5730680,2010,9,3,19,13,21.1849,4.575,8.2136,
3366219,-43.71201,172.63742,2480799,5721838,2010,9,3,19,21,48.49945,3.642,18.9522,
3366227,-43.57049,171.99208,2428600,5737136,2010,9,3,19,52,45.71243,3.975,8.2138,
3366230,-43.60476,172.40421,2461919,5733647,2010,9,3,19,56,49.26957,5.092,5,
3366241,-43.58717,172.38878,2460659,5735592,2010,9,3,20,15,5.2301,4.953,5,
3366254,-43.60221,172.24484,2449049,5733827,2010,9,3,20,51,13.02475,3.258,6.5937,
3366263,-43.56452,172.34134,2456808,5738080,2010,9,3,21,11,49.43784,3.342,5,
3366266,-43.58464,172.28679,2452420,5735809,2010,9,3,21,21,19.42937,3.931,5,
3366269,-43.5993,172.31015,2454320,5734196,2010,9,3,21,31,22.73784,3.084,5,
3366274,-43.56816,172.27596,2451529,5737632,2010,9,3,21,40,29.84469,3.685,9.9709,
3366275,-43.58838,172.38467,2460328,5735456,2010,9,3,21,42,43.40134,4.072,5,
3366278,-43.57531,172.17152,2443100,5736759,2010,9,3,21,50,13.39856,3.381,6.309,
3366281,-43.58271,172.30898,2454210,5736038,2010,9,3,21,59,20.82281,3.236,5,
3366288,-43.61378,172.40247,2461786,5732644,2010,9,3,22,17,26.76263,4.362,5.2038,
3366302,-43.59348,172.35016,2457545,5734868,2010,9,3,22,50,15.96624,4.029,12,
3366305,-43.60383,172.34592,2457212,5733715,2010,9,3,22,58,49.06551,3.922,5,
3366308,-43.24266,172.32722,2455380,5773828,2010,9,3,23,8,16.25707,3.843,12,
3366310,-43.51471,172.19174,2444669,5743508,2010,9,3,23,12,46.04761,5.32,8.533,
3366313,-43.52915,172.16766,2442738,5741885,2010,9,3,23,14,54.86354,5.309,6.8183,
3366329,-43.54615,172.37421,2459448,5740141,2010,9,3,23,52,26.74508,3.92,5,
3366340,-43.59158,172.24217,2448823,5735006,2010,9,4,0,18,5.00611,3.983,6.3,
3366351,-43.56567,171.89719,2420928,5737575,2010,9,4,0,47,34.4889,3.471,5,
3366366,-43.49043,172.14642,2440977,5746169,2010,9,4,1,27,5.62453,3.256,5,
3366375,-43.57239,172.34888,2457424,5737210,2010,9,4,1,49,24.48475,3.987,21.3191,
3366376,-43.59726,172.33348,2456202,5734437,2010,9,4,1,52,21.76678,4.432,5,
3366379,-43.68238,172.23271,2448152,5724911,2010,9,4,2,1,3.43491,4.377,13.8811,
3366422,-43.60268,172.25854,2450156,5733784,2010,9,4,2,1,4.44127,4.129,10.5796,
3366383,-43.46859,172.24181,2448671,5748670,2010,9,4,2,6,27.20094,3.539,5,
3366389,-43.59096,172.42595,2463664,5735193,2010,9,4,2,22,39.50772,3.468,2.5314,
3366393,-43.75048,173.09492,2517669,5717620,2010,9,4,2,32,58.24353,3.294,12,
3366395,-43.48619,172.38797,2460512,5746811,2010,9,4,2,36,56.07331,3.132,1.8149,
3366401,-43.55271,172.37079,2459177,5739410,2010,9,4,2,50,19.05587,3.863,12.6686,
3366400,-43.5082,172.3224,2455227,5744325,2010,9,4,2,50,19.26927,3.797,10.4159,
3366419,-43.57758,172.26949,2451016,5736581,2010,9,4,3,35,22.17443,3.058,5,
3366420,-43.44067,172.54097,2472861,5751947,2010,9,4,3,40,3.16659,3.35,17.2974,
3366423,-43.62052,172.15347,2441693,5731722,2010,9,4,3,44,14.44093,3.984,12.6567,
3366427,-43.56512,172.44078,2464842,5738072,2010,9,4,3,56,17.41098,3.869,12.9673,
3366434,-43.55926,171.94804,2425027,5738340,2010,9,4,4,3,51.33614,3.282,6.796,
3366437,-43.65286,172.36183,2458538,5728278,2010,9,4,4,11,10.34474,3.563,5,
3366444,-43.5922,172.33061,2455966,5734998,2010,9,4,4,32,2.29392,3.175,12,
3366445,-43.5868,172.04808,2433144,5735377,2010,9,4,4,33,43.87326,3.886,1.9226,
3366449,-43.75271,172.98901,2509138,5717377,2010,9,4,4,44,22.55631,3.826,3.959,
3366450,-43.62351,172.41229,2462586,5731568,2010,9,4,4,48,39.03686,4.175,5,
3366452,-43.57366,171.96844,2426695,5736761,2010,9,4,4,55,56.35435,5.38,4.9897,
3366456,-43.59178,172.00894,2429990,5734787,2010,9,4,5,4,33.61528,3.053,12.718,
3366457,-43.49466,172.4136,2462592,5745885,2010,9,4,5,7,12.57425,3.705,12.1285,
3366465,-43.66349,172.37939,2459963,5727107,2010,9,4,5,25,1.94734,3.512,12,
3366469,-43.56842,172.30167,2453607,5737621,2010,9,4,5,33,2.86429,3.349,12,
3366486,-43.69604,172.40799,2462296,5723508,2010,9,4,6,24,15.88945,3.187,12,
3366490,-43.64535,172.22852,2447776,5729022,2010,9,4,6,35,46.32985,3.792,5,
3366492,-43.65974,172.27034,2451164,5727453,2010,9,4,6,38,55.5407,3.784,12,
3366499,-43.60242,172.37474,2459538,5733890,2010,9,4,6,54,11.35258,4.171,4.3878,
3366503,-43.60212,172.36839,2459025,5733919,2010,9,4,7,3,14.03503,4.484,4.007,
3366504,-43.5923,172.37157,2459273,5735012,2010,9,4,7,7,7.61364,4.727,4.2402,
3366506,-43.54815,172.42172,2463289,5739947,2010,9,4,7,13,19.51982,3.801,12,
3366512,-43.60905,172.49124,2468948,5733217,2010,9,4,7,29,21.76409,3.476,12,
3366513,-43.66653,172.64859,2481678,5726895,2010,9,4,7,31,46.31113,3.529,5,
3366525,-43.52315,172.28288,2452046,5742637,2010,9,4,8,4,49.75807,3.56,12,
3366542,-43.68603,172.31041,2454420,5724560,2010,9,4,8,46,48.20765,3.915,5,
3366544,-43.56532,171.85588,2417591,5737569,2010,9,4,8,54,27.58148,4.668,8.5835,
3366560,-43.63531,172.51837,2471155,5730312,2010,9,4,9,36,52.80514,3.433,12,
3366571,-43.62507,172.4819,2468205,5731432,2010,9,4,10,3,11.98416,3.777,12,
3366576,-43.71694,172.18451,2444303,5721035,2010,9,4,10,16,28.94286,3.082,17.0296,
3366582,-43.57933,172.4192,2463110,5736481,2010,9,4,10,26,44.60725,3.181,5,
3366584,-43.39642,171.85178,2417002,5756327,2010,9,4,10,32,36.87842,3.078,19.1459,
3366585,-43.62284,172.38109,2460067,5731625,2010,9,4,10,34,52.27969,4.607,5,
3366586,-43.25198,171.97733,2426976,5772505,2010,9,4,10,38,1.14971,4.892,7.6655,
3366600,-43.62858,172.16135,2442338,5730833,2010,9,4,11,8,15.76444,3.534,5,
3366609,-43.57123,172.41354,2462646,5737378,2010,9,4,11,27,23.88182,3.821,20.1085,
3366615,-43.54641,171.86235,2418085,5739677,2010,9,4,11,43,13.71227,4.099,10.4456,
3366621,-43.67736,172.03227,2431984,5725302,2010,9,4,12,1,12.92101,3.247,2.3842,
3366624,-43.56591,172.30339,2453743,5737901,2010,9,4,12,10,27.83524,3.773,6.0305,
3366627,-43.26029,172.06895,2434426,5771669,2010,9,4,12,14,10.52878,3.382,5,
3366629,-43.57088,172.43716,2464554,5737430,2010,9,4,12,20,4.14828,3.05,17.4836,
3366637,-43.57332,172.02463,2431233,5736853,2010,9,4,12,40,38.50413,3.415,5,
3366642,-43.60804,172.36336,2458624,5733258,2010,9,4,12,51,14.37,3.115,15.5667,
3366643,-43.64315,171.98949,2428488,5729061,2010,9,4,12,53,52.39864,3.442,6.5514,
3366644,-43.47765,172.14197,2440602,5747585,2010,9,4,12,57,29.65752,3.802,7.6419,
3366645,-43.58622,172.26515,2450674,5735618,2010,9,4,13,1,34.53423,3.317,12.9841,
3366664,-43.53765,172.32147,2455178,5741052,2010,9,4,13,47,14.96629,3.842,12,
3366669,-43.5066,172.20061,2445377,5744416,2010,9,4,13,58,26.35649,3.22,5.9474,
3366677,-43.59782,172.11391,2438473,5734211,2010,9,4,14,21,4.26637,3.591,12,
3366679,-43.5211,172.27776,2451630,5742862,2010,9,4,14,25,48.87461,3.526,4.9793,
3366683,-43.49261,172.1842,2444035,5745957,2010,9,4,14,35,51.79745,3.363,7.244,
3366686,-43.66707,172.43356,2464335,5726741,2010,9,4,14,42,10.14308,3.908,5,
3366721,-43.63679,172.39146,2460915,5730081,2010,9,4,16,8,45.22061,4.008,4.8793,
3366724,-43.5463,171.9696,2426751,5739801,2010,9,4,16,19,30.62218,3.103,5,
3366726,-43.61472,172.05545,2433774,5732282,2010,9,4,16,23,19.16911,4.407,3.1974,
3366729,-43.54894,172.40103,2461618,5739847,2010,9,4,16,31,18.93325,3.793,7.1334,
3366734,-43.57561,172.2088,2446112,5736755,2010,9,4,16,40,4.67351,3.4,12,
3366746,-43.47812,172.19768,2445110,5747578,2010,9,4,17,7,46.95832,3.099,6.8639,
3366750,-43.66061,172.10573,2437887,5727228,2010,9,4,17,17,55.9992,4.947,7.0364,
3366751,-43.62641,172.13876,2440513,5731056,2010,9,4,17,20,31.79057,4.999,5,
3366754,-43.59506,172.18979,2444597,5734580,2010,9,4,17,28,39.83889,4.094,12.6462,
3366765,-43.63586,172.13539,2440251,5730003,2010,9,4,17,53,13.1301,4.394,3.5507,
3366774,-43.60318,172.41406,2462713,5733828,2010,9,4,18,13,42.88245,3.472,12.5412,
3366784,-43.63626,171.90839,2421935,5729745,2010,9,4,18,36,54.66626,4.281,5,
3366794,-43.63566,172.12457,2439378,5730016,2010,9,4,18,59,53.05443,4.321,5,
3366799,-43.64751,172.47533,2467691,5728936,2010,9,4,19,11,32.83857,3.748,13.4894,
3366806,-43.57898,171.96266,2426235,5736164,2010,9,4,19,30,51.92606,3.68,5,
3366810,-43.62796,172.27806,2451756,5730990,2010,9,4,19,41,46.81672,4.103,5,
3366813,-43.54813,171.86218,2418074,5739486,2010,9,4,19,51,38.3999,4.009,15.1038,
3366821,-43.6546,172.3679,2459029,5728088,2010,9,4,20,13,54.54407,4.286,5,
3366823,-43.55082,172.2354,2448235,5739529,2010,9,4,20,20,41.13847,3.466,12,
3366829,-43.61076,172.49837,2469525,5733030,2010,9,4,20,38,27.67627,3.175,12,
3366831,-43.6325,172.55353,2473991,5730640,2010,9,4,20,43,49.33622,3.567,5,
3366858,-43.62416,172.40315,2461849,5731491,2010,9,4,21,46,9.15828,4.382,5.7499,
3366860,-43.61556,172.2706,2451142,5732362,2010,9,4,21,49,6.59449,3.817,12,
3366865,-43.64287,172.37309,2459438,5729395,2010,9,4,22,3,42.18393,4.051,5,
3366867,-43.42453,171.75905,2409537,5753097,2010,9,4,22,9,16.74289,3.163,5,
3366870,-43.61507,172.40976,2462375,5732505,2010,9,4,22,15,53.40051,4.209,5.82,
3366873,-43.27624,171.96811,2426261,5769801,2010,9,4,22,23,14.44701,3.54,6.6205,
3366887,-43.47834,172.17308,2443120,5747534,2010,9,4,22,58,1.89349,3.433,6.2144,
3366890,-43.47855,172.13773,2440260,5747482,2010,9,4,23,3,46.88324,3.003,8.8971,
3366891,-43.63824,172.4326,2464236,5729943,2010,9,4,23,8,1.23665,3.289,5,
3393152,-43.65873,172.44003,2464851,5727671,2010,9,4,23,9,40.69678,3.068,5,
3366893,-43.59511,171.89137,2420502,5734298,2010,9,4,23,14,16.86343,3.305,5,
3366897,-43.61401,172.22293,2447293,5732500,2010,9,4,23,22,53.67464,3.241,5,
3366903,-43.57783,172.36545,2458767,5736616,2010,9,4,23,38,.97018,3.079,5,
3366905,-43.67558,172.4274,2463845,5725792,2010,9,4,23,42,20.68944,3.352,5,
3366906,-43.55879,172.37611,2459612,5738738,2010,9,4,23,46,10.88649,3.003,5,
3366907,-43.62205,172.32353,2455421,5731677,2010,9,4,23,49,33.05749,3.36,5,
3366909,-43.60982,172.24875,2449373,5732984,2010,9,4,23,58,59.09941,3.265,5,
3366912,-43.59495,172.24275,2448873,5734632,2010,9,5,0,5,53.47405,3.336,5.5941,
3366916,-43.5941,172.35396,2457853,5734801,2010,9,5,0,19,13.4981,4.231,8.7478,
3375788,-43.63017,172.34055,2456801,5730786,2010,9,5,0,20,45.1889,3.142,5,
3366920,-43.55879,171.93486,2423962,5738379,2010,9,5,0,27,32.56583,3.845,5.554,
3366922,-43.58844,172.32443,2455463,5735411,2010,9,5,0,36,35.54665,3.642,14.5694,
3376320,-43.62611,171.84985,2417197,5730809,2010,9,5,0,37,36.00754,3.088,5,
3366925,-43.63536,172.44284,2465060,5730269,2010,9,5,0,43,16.92349,4.178,9.5666,
3366930,-43.61806,172.45372,2465926,5732197,2010,9,5,0,55,46.9851,3.028,12,
3366931,-43.57574,171.87108,2418834,5736428,2010,9,5,0,59,13.4055,3.228,5,
3366933,-43.63087,172.38203,2460150,5730733,2010,9,5,1,4,56.95749,4.935,7.4867,
3366937,-43.59151,172.43944,2464753,5735139,2010,9,5,1,14,52.21342,3.28,7.2454,
3366951,-43.57699,172.20215,2445576,5736597,2010,9,5,1,55,53.9639,4.347,9.1725,
3379097,-43.54293,171.93735,2424141,5740143,2010,9,5,1,58,20.30521,3.833,8.8724,
3379604,-43.5375,171.92995,2423535,5740739,2010,9,5,2,0,22.18127,3.428,8.1017,
3379608,-43.54685,171.89912,2421057,5739668,2010,9,5,2,2,20.55389,3.241,5,
3366965,-43.58994,172.34587,2457196,5735259,2010,9,5,2,34,32.36726,3.452,7.7927,
3366969,-43.57779,172.24661,2449168,5736541,2010,9,5,2,46,14.94102,3.106,5,
3366972,-43.62918,172.38852,2460672,5730925,2010,9,5,2,50,33.28851,3.276,7.7886,
3366973,-43.63531,172.46411,2466777,5730285,2010,9,5,2,53,2.37939,3.861,8.6697,
3366987,-43.60876,172.41183,2462537,5733207,2010,9,5,3,25,34.80304,3.043,5,
3366989,-43.58593,172.43497,2464388,5735756,2010,9,5,3,31,33.94916,3.304,6.7012,
3367000,-43.60937,172.3968,2461324,5733131,2010,9,5,4,3,51.2783,3.171,5,
3386185,-43.58625,172.37465,2459517,5735686,2010,9,5,4,10,25.58852,3.206,5,
3367004,-43.57281,172.24806,2449280,5737095,2010,9,5,4,16,.48862,3.108,5,
3387173,-43.56446,172.39847,2461423,5738121,2010,9,5,5,15,40.34798,3.353,7.9846,
3367026,-43.64406,172.47118,2467353,5729317,2010,9,5,5,16,2.08455,3.53,8.4936,
3367029,-43.64479,172.4682,2467113,5729234,2010,9,5,5,22,35.66452,3.406,8.4826,
3367030,-43.60311,172.09576,2437014,5733608,2010,9,5,5,24,36.23449,3.096,5,
3367036,-43.63664,172.56297,2474755,5730184,2010,9,5,5,39,14.73089,3.055,13.9583,
3367043,-43.50868,172.20204,2445495,5744186,2010,9,5,5,52,10.89982,3.179,7.6694,
3462741,-43.6073,172.1805,2443860,5733213,2010,9,5,5,55,16.9767,3.335,9.1645,
3367044,-43.60536,172.17355,2443297,5733423,2010,9,5,5,55,16.96792,3.334,8.9035,
3367046,-43.48182,172.17184,2443023,5747146,2010,9,5,6,1,2.53534,3.099,5.9484,
3367049,-43.61721,172.15523,2441831,5732091,2010,9,5,6,9,37.0132,3.207,5,
3367053,-43.60912,172.48265,2468255,5733205,2010,9,5,6,19,11.11925,3.476,8.7364,
3389489,-43.53422,171.89253,2420506,5741064,2010,9,5,6,19,25.83491,3.409,8.9796,
3367057,-43.59093,172.0428,2432723,5734913,2010,9,5,6,30,18.04117,3.036,5,
3367064,-43.5834,172.58786,2476735,5736109,2010,9,5,6,49,59.98809,3.34,4.7838,
3367071,-43.26843,172.01765,2430272,5770717,2010,9,5,7,10,1.94036,3.24,8.6004,
3367075,-43.59291,172.2975,2453293,5734897,2010,9,5,7,18,31.84298,3.542,9.1071,
3367084,-43.52978,171.91071,2421969,5741576,2010,9,5,7,42,50.27539,3.321,8.8514,
3390981,-43.56284,172.39876,2461446,5738301,2010,9,5,8,5,22.58592,3.335,7.1712,
3367101,-43.6304,172.46434,2466792,5730831,2010,9,5,8,30,5.57448,3.032,5,
3367103,-43.57982,171.80264,2413313,5735898,2010,9,5,8,35,53.62421,3.392,7.0662,
3367108,-43.56135,172.37155,2459246,5738451,2010,9,5,8,47,11.77745,3.008,5,
3367110,-43.77238,172.38927,2460848,5715015,2010,9,5,8,55,2.79421,3.279,7.0229,
3367115,-43.64566,172.45059,2465693,5729128,2010,9,5,9,5,14.54228,3.078,5,
3367116,-43.59155,172.24965,2449427,5735015,2010,9,5,9,7,52.84114,4.074,7.5701,
3392078,-43.58306,172.18626,2444299,5735910,2010,9,5,9,9,54.4274,3.019,5,
3367117,-43.5822,172.3943,2461101,5736148,2010,9,5,9,12,31.92235,3.453,9.5281,
3392092,-43.54343,171.88705,2420076,5740035,2010,9,5,9,13,36.37752,3.676,8.6084,
3392139,-43.60553,172.44955,2465580,5733587,2010,9,5,9,29,57.93323,3.392,8.9989,
3367130,-43.60834,172.19214,2444801,5733106,2010,9,5,9,39,58.7253,3.151,5,
3367131,-43.58693,172.41664,2462909,5735635,2010,9,5,9,44,50.29451,3.6,8.1388,
3367136,-43.60536,172.34477,2457120,5733545,2010,9,5,9,52,41.0118,3.091,5,
3367147,-43.56633,172.17285,2443198,5737758,2010,9,5,10,18,33.84444,3.464,7.8742,
3367152,-43.56137,172.01465,2430411,5738171,2010,9,5,10,32,6.72456,3.049,5,
3392641,-43.6064,172.06793,2434772,5733218,2010,9,5,10,54,2.99268,3.029,5,
3367159,-43.56505,172.38715,2460509,5738049,2010,9,5,10,55,38.49788,3.563,7.1449,
3367160,-43.52782,171.93021,2423542,5741814,2010,9,5,10,57,38.15046,3.047,5,
3367167,-43.58875,172.31764,2454915,5735373,2010,9,5,11,15,8.52365,3.461,7.6978,
3367168,-43.64002,172.22356,2447370,5729610,2010,9,5,11,19,39.70158,3.241,5,
3367172,-43.57339,171.89914,2421097,5736719,2010,9,5,11,29,17.95082,3.025,5,
3367174,-43.57102,172.37683,2459681,5737380,2010,9,5,11,36,16.98723,3.218,5,
3367184,-43.59937,172.28714,2452462,5734172,2010,9,5,11,59,20.87569,3.58,9.0612,
3367190,-43.61,172.50221,2469835,5733116,2010,9,5,12,16,35.08842,4.244,6.3312,
3367199,-43.60484,172.3913,2460877,5733631,2010,9,5,12,42,6.01798,3.011,5,
3367203,-43.48222,172.17799,2443521,5747107,2010,9,5,12,52,5.71071,3.7,5.499,
3367223,-43.57306,171.88568,2420010,5736742,2010,9,5,13,46,55.2813,3.108,5,
3367229,-43.61534,172.39441,2461136,5732466,2010,9,5,13,57,49.73491,3.06,5,
3367258,-43.62705,172.46614,2466935,5731204,2010,9,5,15,8,6.18731,3.012,5,
3375011,-43.61653,172.39899,2461507,5732336,2010,9,5,15,18,57.2973,3.09,5,
3367262,-43.60704,172.15959,2442172,5733225,2010,9,5,15,19,35.6563,3.698,8.8349,
3375052,-43.49276,172.17018,2442901,5745929,2010,9,5,15,27,39.46955,3.068,6.0042,
3367266,-43.54349,172.39076,2460784,5740447,2010,9,5,15,31,22.76458,3.09,5,
3367269,-43.45269,172.18781,2444284,5750395,2010,9,5,15,38,5.6002,3.238,5,
3367277,-43.55274,172.19095,2444645,5739282,2010,9,5,16,3,8.38615,3.195,5,
3367278,-43.56293,171.86331,2418187,5737843,2010,9,5,16,6,26.37074,4.571,8.6686,
3367280,-43.54875,172.30177,2453596,5739806,2010,9,5,16,10,6.48734,3.576,4.4981,
3375619,-43.54879,172.19989,2445364,5739728,2010,9,5,16,10,27.84509,3.744,9.1612,
3375623,-43.28415,171.94601,2424478,5768900,2010,9,5,16,10,53.60424,3.785,7.8583,
3375633,-43.28367,171.95143,2424917,5768958,2010,9,5,16,11,15.11017,3.271,6.4451,
3375639,-43.5521,172.37862,2459810,5739483,2010,9,5,16,12,54.61671,3.325,10.4106,
3367287,-43.601,172.15451,2441755,5733892,2010,9,5,16,25,51.08519,3.276,8.2736,
3367288,-43.59682,171.87881,2419490,5734095,2010,9,5,16,27,54.45533,3.195,5,
3367295,-43.61522,172.15179,2441552,5732310,2010,9,5,16,50,43.93872,3.059,5,
3367302,-43.60085,172.41617,2462882,5734088,2010,9,5,17,7,46.54897,3.677,9.1832,
3367304,-43.58499,171.87479,2419148,5735405,2010,9,5,17,13,10.43355,3.038,5,
3367305,-43.58107,172.40382,2461869,5736279,2010,9,5,17,18,13.58817,4.112,10.1619,
3376734,-43.59032,172.17816,2443653,5735097,2010,9,5,17,20,14.57994,3.691,11.277,
3376922,-43.4871,172.16656,2442602,5746555,2010,9,5,17,21,32.69217,3.394,6.5427,
3367309,-43.57513,171.83232,2415703,5736453,2010,9,5,17,25,19.50812,3.258,7.7084,
3367314,-43.76475,172.37746,2459891,5715856,2010,9,5,17,37,29.46645,3.161,5,
3376944,-43.61615,172.60695,2478294,5732478,2010,9,5,17,39,3.35638,3.378,5,
3367316,-43.58428,172.09836,2437202,5735702,2010,9,5,17,42,12.93013,3.607,8.3876,
3377329,-43.56329,172.38651,2460456,5738244,2010,9,5,17,48,50.77962,3.105,5,
3367329,-43.56678,171.88846,2420225,5737442,2010,9,5,18,14,19.26382,3.018,5,
3367331,-43.60927,172.21921,2446987,5733024,2010,9,5,18,21,28.56598,3.199,5,
3378555,-43.62467,172.38683,2460532,5731425,2010,9,5,18,22,52.0522,3.052,5,
3367335,-43.59476,172.32819,2455772,5734712,2010,9,5,18,28,38.86046,3.154,5,
3367342,-43.60274,172.16869,2442902,5733710,2010,9,5,18,48,21.63838,3.248,5,
3367352,-43.58582,172.54774,2473496,5735824,2010,9,5,19,11,37.95528,3.05,5,
3367355,-43.62083,172.49269,2469073,5731909,2010,9,5,19,18,16.78241,3.819,8.6088,
3379423,-43.62299,172.24028,2448702,5731515,2010,9,5,19,20,17.33087,3.065,5,
3367370,-43.54608,172.38773,2460541,5740157,2010,9,5,19,49,50.59709,3.344,7.4895,
3379606,-43.5261,172.1981,2445195,5742247,2010,9,5,20,6,52.47329,3.262,5.0817,
3367384,-43.61296,172.34221,2456920,5732699,2010,9,5,20,30,39.24222,3.092,5,
3367392,-43.29712,172.11658,2438336,5767619,2010,9,5,20,54,10.00015,3.242,5,
3367394,-43.57944,172.0986,2437215,5736240,2010,9,5,20,59,37.56363,3.344,8.2176,
3367404,-43.59742,172.2504,2449494,5734363,2010,9,5,21,23,47.13977,3.47,9.3424,
3367405,-43.61009,172.04237,2432713,5732784,2010,9,5,21,25,47.11245,3.179,5,
3367406,-43.58634,171.87357,2419051,5735253,2010,9,5,21,28,33.56508,3.029,5,
3367407,-43.59146,172.42624,2463687,5735137,2010,9,5,21,31,41.59566,3.571,9.4608,
3367413,-43.60398,172.38737,2460559,5733724,2010,9,5,21,46,33.4371,3.564,6.3481,
3380632,-43.47689,172.13805,2440284,5747666,2010,9,5,21,47,14.22406,3.152,5,
3380645,-43.61534,172.16292,2442450,5732305,2010,9,5,21,59,43.96956,3.038,5,
3367418,-43.59565,172.09587,2437014,5734437,2010,9,5,22,2,31.18016,3.144,5,
3367419,-43.44396,172.11453,2438343,5751305,2010,9,5,22,4,55.25447,3.211,5,
3367422,-43.6081,172.15666,2441937,5733105,2010,9,5,22,15,31.26493,3.203,5,
3367423,-43.59959,172.43651,2464523,5734240,2010,9,5,22,17,19.90617,3.369,6.4059,
3367424,-43.5794,171.8506,2417186,5735999,2010,9,5,22,21,33.86028,3.098,5,
3367428,-43.54375,171.97357,2427069,5740089,2010,9,5,22,30,24.27288,3.122,5,
3367435,-43.59104,172.25313,2449708,5735074,2010,9,5,22,48,4.8877,3.597,7.3712,
3367441,-43.50485,172.50769,2470209,5744802,2010,9,5,23,0,58.21653,3.428,12,
3367442,-43.57198,171.83704,2416079,5736808,2010,9,5,23,2,42.73639,3.363,6.6241,
3367450,-43.59402,172.40689,2462127,5734842,2010,9,5,23,20,10.48137,3.382,7.9357,
3367451,-43.63005,172.19174,2444792,5730694,2010,9,5,23,25,47.25563,3.112,5,
3367453,-43.46763,172.16573,2442513,5748718,2010,9,5,23,30,10.82417,3.467,6.5566,
3367465,-43.63776,172.47064,2467305,5730017,2010,9,6,0,2,21.80392,3.257,8.4436,
3367467,-43.5881,172.42879,2463891,5735512,2010,9,6,0,7,29.58178,3.374,8.1694,
3367468,-43.62639,172.34932,2457506,5731211,2010,9,6,0,10,35.39774,3.037,12,
3367470,-43.54936,172.31306,2454509,5739746,2010,9,6,0,18,32.51881,3.644,7.4931,
3367476,-43.56372,172.2737,2451343,5738124,2010,9,6,0,35,4.45193,4.435,14.9783,
3367488,-43.53643,172.40765,2462143,5741241,2010,9,6,1,2,16.72717,3.338,6.4142,
3367489,-43.5706,171.91074,2422030,5737042,2010,9,6,1,4,13.41901,3.031,5,
3367500,-43.55844,172.38991,2460727,5738785,2010,9,6,1,32,40.27565,3.346,7.1027,
3367502,-43.59235,172.14928,2441323,5734848,2010,9,6,1,38,20.0806,3.256,5,
3367507,-43.61491,172.2525,2449681,5732421,2010,9,6,1,53,21.55588,3.213,5,
3367512,-43.64254,172.47157,2467384,5729486,2010,9,6,2,6,34.35295,3.649,8.3498,
3372387,-43.64591,172.44704,2465407,5729099,2010,9,6,2,6,34.15182,3.422,5,
3367513,-43.58145,172.39748,2461357,5736233,2010,9,6,2,9,24.38403,3.578,8.7143,
3371436,-43.60273,172.16055,2442245,5733704,2010,9,6,2,10,43.019,3.114,5,
3367516,-43.54373,171.88057,2419553,5739994,2010,9,6,2,19,49.99425,3.079,5,
3367521,-43.60185,172.41171,2462522,5733975,2010,9,6,2,30,31.06814,3.215,12,
3367524,-43.58055,172.17972,2443768,5736184,2010,9,6,2,41,33.3342,3.129,12,
3367527,-43.64777,172.4614,2466567,5728900,2010,9,6,2,48,17.53407,4.116,8.1443,
3367529,-43.53359,172.33376,2456168,5741511,2010,9,6,2,53,55.43204,3.318,5.7318,
3367530,-43.59619,172.22258,2447246,5734479,2010,9,6,2,56,39.60365,3.071,12,
3372913,-43.5779,172.36882,2459039,5736610,2010,9,6,3,5,26.12486,3.48,5,
3367535,-43.56437,172.39255,2460945,5738128,2010,9,6,3,7,42.75465,4.35,9.9673,
